ensembl_id	ensembl	log2FC	hgnc_symbol
ENSG00000140006	ENSG00000140006.12	-1.37976377637066	WDR89
ENSG00000140104	ENSG00000140104.14	-1.39789537102759	CLBA1
ENSG00000140265	ENSG00000140265.14	-1.57133066384388	ZSCAN29
ENSG00000140280	ENSG00000140280.14	-1.50511799573999	LYSMD2
ENSG00000140297	ENSG00000140297.13	-2.01460135370961	GCNT3
ENSG00000140299	ENSG00000140299.14	-1.19812324376052	BNIP2
ENSG00000140332	ENSG00000140332.18	-1.10099786479988	TLE3
ENSG00000140382	ENSG00000140382.15	-1.47321156999165	HMG20A
ENSG00000140455	ENSG00000140455.17	-2.10437949440193	USP3
ENSG00000140521	ENSG00000140521.18	-1.580583144908	POLG
ENSG00000140563	ENSG00000140563.16	-1.11260805725509	MCTP2
ENSG00000140598	ENSG00000140598.16	-1.00100361117044	EFL1
ENSG00000140650	ENSG00000140650.13	-1.17700685893595	PMM2
ENSG00000140830	ENSG00000140830.10	-1.32226881073157	TXNL4B
ENSG00000140905	ENSG00000140905.11	-2.90106353491938	GCSH
ENSG00000140961	ENSG00000140961.14	-1.62149043465599	OSGIN1
ENSG00000141378	ENSG00000141378.15	-2.37339085949704	PTRH2
ENSG00000141384	ENSG00000141384.13	-2.36938417868456	TAF4B
ENSG00000141428	ENSG00000141428.17	-1.81634958319851	C18orf21
ENSG00000141448	ENSG00000141448.11	-1.49301882060369	GATA6
ENSG00000141526	ENSG00000141526.18	-1.05501909718652	SLC16A3
ENSG00000141564	ENSG00000141564.16	-1.27016140540714	RPTOR
ENSG00000141568	ENSG00000141568.21	-1.29514107216831	FOXK2
ENSG00000141570	ENSG00000141570.11	-1.33334185952755	CBX8
ENSG00000141646	ENSG00000141646.17	-1.11277339709797	SMAD4
ENSG00000141664	ENSG00000141664.10	-2.19160058498907	ZCCHC2
ENSG00000141854	ENSG00000141854.10	-1.02610694409689	MISP3
ENSG00000141956	ENSG00000141956.14	-1.31302909219189	PRDM15
ENSG00000141965	ENSG00000141965.5	-1.3534253032359	FEM1A
ENSG00000142065	ENSG00000142065.14	-1.4928186577681	ZFP14
ENSG00000142149	ENSG00000142149.9	-1.06010395856797	HUNK
ENSG00000142185	ENSG00000142185.18	-1.88170026955288	TRPM2
ENSG00000142252	ENSG00000142252.11	-2.71912394352383	GEMIN7
ENSG00000142396	ENSG00000142396.11	-2.00756389822581	ERVK3-1
ENSG00000142409	ENSG00000142409.6	-1.69648356989863	ZNF787
ENSG00000142528	ENSG00000142528.16	-1.73354053687511	ZNF473
ENSG00000142530	ENSG00000142530.11	-1.78470180838609	GARIN5A
ENSG00000142609	ENSG00000142609.20	-1.35005534301433	CFAP74
ENSG00000142623	ENSG00000142623.11	-1.52923939777482	PADI1
ENSG00000142731	ENSG00000142731.11	-1.52867213198554	PLK4
ENSG00000142867	ENSG00000142867.14	-1.00531072631665	BCL10
ENSG00000143067	ENSG00000143067.5	-1.07832003545813	ZNF697
ENSG00000143079	ENSG00000143079.15	-1.08723995078357	CTTNBP2NL
ENSG00000143157	ENSG00000143157.12	-2.08768333488941	POGK
ENSG00000143179	ENSG00000143179.16	-1.57042818268869	UCK2
ENSG00000143207	ENSG00000143207.21	-1.19466009731386	COP1
ENSG00000143258	ENSG00000143258.17	-1.0297650237107	USP21
ENSG00000143294	ENSG00000143294.15	-1.45482178682262	PRCC
ENSG00000143319	ENSG00000143319.18	-1.02377806933874	ISG20L2
ENSG00000143333	ENSG00000143333.7	-4.08825579267204	RGS16
ENSG00000143344	ENSG00000143344.16	-1.75783827599693	RGL1
ENSG00000143353	ENSG00000143353.12	-1.24405012805129	LYPLAL1
ENSG00000143379	ENSG00000143379.13	-2.29829412252373	SETDB1
ENSG00000143384	ENSG00000143384.14	-1.34226886307179	MCL1
ENSG00000143493	ENSG00000143493.13	-1.44835682487725	INTS7
ENSG00000143499	ENSG00000143499.14	-1.37874737338432	SMYD2
ENSG00000143507	ENSG00000143507.18	-1.74610928129981	DUSP10
ENSG00000143514	ENSG00000143514.18	-1.38141111511735	TP53BP2
ENSG00000143543	ENSG00000143543.15	-1.13716753945373	JTB
ENSG00000143569	ENSG00000143569.20	-1.03013639430979	UBAP2L
ENSG00000143633	ENSG00000143633.13	-2.31088186991986	C1orf131
ENSG00000143674	ENSG00000143674.11	-1.65853653230646	MAP3K21
ENSG00000143801	ENSG00000143801.18	-1.10807759597413	PSEN2
ENSG00000143842	ENSG00000143842.15	-1.86120537548434	SOX13
ENSG00000143862	ENSG00000143862.8	-1.02708573364146	ARL8A
ENSG00000143867	ENSG00000143867.7	-2.48611322994054	OSR1
ENSG00000143942	ENSG00000143942.5	-1.1531684999331	CHAC2
ENSG00000143952	ENSG00000143952.20	-1.59766081489398	VPS54
ENSG00000143971	ENSG00000143971.9	-2.7929587912903	ETAA1
ENSG00000144029	ENSG00000144029.14	-1.40679273666169	MRPS5
ENSG00000144048	ENSG00000144048.12	-2.13097778193299	DUSP11
ENSG00000144115	ENSG00000144115.18	-1.09173992944237	THNSL2
ENSG00000144120	ENSG00000144120.13	-2.30887213014823	TMEM177
ENSG00000144136	ENSG00000144136.11	-1.37885400593523	SLC20A1
ENSG00000144182	ENSG00000144182.17	-2.58478494154338	LIPT1
ENSG00000144233	ENSG00000144233.12	-1.55529099598113	AMMECR1L
ENSG00000144357	ENSG00000144357.18	-1.08243997006135	UBR3
ENSG00000144362	ENSG00000144362.12	-1.40025625583774	PHOSPHO2
ENSG00000144401	ENSG00000144401.14	-1.09493100432869	METTL21A
ENSG00000144559	ENSG00000144559.11	-1.8308246230189	TAMM41
ENSG00000144579	ENSG00000144579.9	-1.86116339703317	CTDSP1
ENSG00000144580	ENSG00000144580.15	-1.15831823159586	CNOT9
ENSG00000144589	ENSG00000144589.22	-1.05305905828477	STK11IP
ENSG00000144635	ENSG00000144635.9	-1.36879124263946	DYNC1LI1
ENSG00000144655	ENSG00000144655.15	-1.26184205063036	CSRNP1
ENSG00000144659	ENSG00000144659.13	-1.32545130162344	SLC25A38
ENSG00000144674	ENSG00000144674.19	-1.08672760713615	GOLGA4
ENSG00000144736	ENSG00000144736.14	-1.02925917138721	SHQ1
ENSG00000144744	ENSG00000144744.18	-1.05635407810436	UBA3
ENSG00000144824	ENSG00000144824.21	-2.08013160786425	PHLDB2
ENSG00000144848	ENSG00000144848.11	-1.06374076305578	ATG3
ENSG00000144909	ENSG00000144909.8	-1.27437894182348	OSBPL11
ENSG00000145022	ENSG00000145022.5	-1.05236959640109	TCTA
ENSG00000145041	ENSG00000145041.17	-1.40877903214213	DCAF1
ENSG00000145191	ENSG00000145191.15	-1.3392552052758	EIF2B5
ENSG00000145216	ENSG00000145216.17	-1.89937546576762	FIP1L1
ENSG00000145217	ENSG00000145217.14	-1.04707656604355	SLC26A1
ENSG00000145220	ENSG00000145220.14	-1.83165424300318	LYAR
ENSG00000145331	ENSG00000145331.14	-1.32120284206309	TRMT10A
ENSG00000145390	ENSG00000145390.12	-1.8324129974049	USP53
ENSG00000145431	ENSG00000145431.11	-1.51848591953217	PDGFC
ENSG00000145536	ENSG00000145536.15	-3.19792893847886	ADAMTS16
ENSG00000145632	ENSG00000145632.15	-1.8710850033631	PLK2
ENSG00000145675	ENSG00000145675.16	-2.05755885755268	PIK3R1
ENSG00000145715	ENSG00000145715.15	-1.11846045804536	RASA1
ENSG00000145723	ENSG00000145723.17	-1.76223173014914	GIN1
ENSG00000145736	ENSG00000145736.15	-1.51842311659012	GTF2H2
ENSG00000145817	ENSG00000145817.17	-1.16340555987874	YIPF5
ENSG00000145868	ENSG00000145868.17	-1.2160387626945	FBXO38
ENSG00000145911	ENSG00000145911.7	-1.76685188718648	N4BP3
ENSG00000145919	ENSG00000145919.11	-1.71130817022165	BOD1
ENSG00000145979	ENSG00000145979.18	-1.59896543604902	TBC1D7
ENSG00000146263	ENSG00000146263.12	-1.46458767569088	MMS22L
ENSG00000146278	ENSG00000146278.11	-1.35018507541374	PNRC1
ENSG00000146414	ENSG00000146414.17	-2.73175942571065	SHPRH
ENSG00000146457	ENSG00000146457.16	-1.49835919370528	WTAP
ENSG00000146587	ENSG00000146587.18	-2.08985913524673	RBAK
ENSG00000146828	ENSG00000146828.18	-1.14476385619265	SLC12A9
ENSG00000146872	ENSG00000146872.19	-1.42301656572363	TLK2
ENSG00000146909	ENSG00000146909.8	-1.62006506447234	NOM1
ENSG00000146963	ENSG00000146963.18	-1.67128457711192	LUC7L2
ENSG00000147099	ENSG00000147099.21	-1.84501219752196	HDAC8
ENSG00000147118	ENSG00000147118.12	-1.17228628463146	ZNF182
ENSG00000147124	ENSG00000147124.13	-2.3343439225424	ZNF41
ENSG00000147180	ENSG00000147180.17	-1.22588948115775	ZNF711
ENSG00000147316	ENSG00000147316.15	-1.54777212021155	MCPH1
ENSG00000147454	ENSG00000147454.14	-2.52095750028737	SLC25A37
ENSG00000147457	ENSG00000147457.14	-1.38689555483475	CHMP7
ENSG00000147642	ENSG00000147642.17	-3.4955709809589	SYBU
ENSG00000147654	ENSG00000147654.16	-1.05506397206791	EBAG9
ENSG00000147679	ENSG00000147679.12	-1.32845688298314	UTP23
ENSG00000147789	ENSG00000147789.16	-1.6595243283715	ZNF7
ENSG00000147854	ENSG00000147854.18	-1.54078348507885	UHRF2
ENSG00000147905	ENSG00000147905.18	-1.20400379003631	ZCCHC7
ENSG00000147996	ENSG00000147996.17	-1.62058366769977	ZNG1E
ENSG00000148296	ENSG00000148296.7	-1.43704723726289	SURF6
ENSG00000148300	ENSG00000148300.12	-1.43883657406666	REXO4
ENSG00000148399	ENSG00000148399.13	-1.8916917122197	DPH7
ENSG00000148426	ENSG00000148426.14	-1.56888274941086	PROSER2
ENSG00000148444	ENSG00000148444.16	-1.16621012637593	COMMD3
ENSG00000148459	ENSG00000148459.16	-1.7565892641989	PDSS1
ENSG00000148481	ENSG00000148481.14	-1.46383500712773	MINDY3
ENSG00000148660	ENSG00000148660.22	-1.03015523416881	CAMK2G
ENSG00000148677	ENSG00000148677.7	-3.17083562754411	ANKRD1
ENSG00000148737	ENSG00000148737.18	-2.06305776001484	TCF7L2
ENSG00000148840	ENSG00000148840.11	-2.12275106344815	PPRC1
ENSG00000148843	ENSG00000148843.15	-1.11729919009774	PDCD11
ENSG00000148925	ENSG00000148925.11	-1.84181173049667	BTBD10
ENSG00000148926	ENSG00000148926.10	-1.08989115773127	ADM
ENSG00000148935	ENSG00000148935.12	-2.28744868338578	GAS2
ENSG00000149050	ENSG00000149050.10	-1.44606746948317	ZNF214
ENSG00000149054	ENSG00000149054.16	-2.49738312152689	ZNF215
ENSG00000149243	ENSG00000149243.17	-1.58528968973709	KLHL35
ENSG00000149474	ENSG00000149474.15	-1.9383279765624	KAT14
ENSG00000149483	ENSG00000149483.13	-1.64388251700132	TMEM138
ENSG00000149743	ENSG00000149743.14	-1.10623223810672	TRPT1
ENSG00000149948	ENSG00000149948.14	-1.2991920870005	HMGA2
ENSG00000150316	ENSG00000150316.12	-1.2150248478992	CWC15
ENSG00000150347	ENSG00000150347.17	-1.97207592119648	ARID5B
ENSG00000150433	ENSG00000150433.10	-1.34070254544002	TMEM218
ENSG00000150776	ENSG00000150776.18	-1.29772210095614	NKAPD1
ENSG00000150787	ENSG00000150787.8	-1.07288894896391	PTS
ENSG00000150907	ENSG00000150907.10	-1.66745309165064	FOXO1
ENSG00000150961	ENSG00000150961.15	-1.17675454283809	SEC24D
ENSG00000150990	ENSG00000150990.9	-1.76805311900549	DHX37
ENSG00000150991	ENSG00000150991.16	-1.07013972846296	UBC
ENSG00000151023	ENSG00000151023.17	-1.64460310492046	ENKUR
ENSG00000151065	ENSG00000151065.14	-1.49190732689773	DCP1B
ENSG00000151093	ENSG00000151093.8	-3.89877575999928	OXSM
ENSG00000151117	ENSG00000151117.9	-1.02789433547355	TMEM86A
ENSG00000151151	ENSG00000151151.6	-1.18620033698569	IPMK
ENSG00000151247	ENSG00000151247.13	-1.15966275858672	EIF4E
ENSG00000151287	ENSG00000151287.17	-1.19124350885384	TEX30
ENSG00000151332	ENSG00000151332.20	-2.41350674749776	MBIP
ENSG00000151338	ENSG00000151338.21	-2.29080283253313	MIPOL1
ENSG00000151422	ENSG00000151422.14	-2.1139451354458	FER
ENSG00000151458	ENSG00000151458.12	-1.88556917323139	ANKRD50
ENSG00000151461	ENSG00000151461.20	-1.19902592180196	UPF2
ENSG00000151553	ENSG00000151553.16	-1.43449412422551	FHIP2A
ENSG00000151576	ENSG00000151576.10	-1.91353635165732	QTRT2
ENSG00000151612	ENSG00000151612.18	-1.52606009184644	ZNF827
ENSG00000151623	ENSG00000151623.15	-2.5123894641379	NR3C2
ENSG00000151689	ENSG00000151689.13	-2.54447497164755	INPP1
ENSG00000151778	ENSG00000151778.11	-1.87290286615874	SERP2
ENSG00000151835	ENSG00000151835.17	-1.37329545895965	SACS
ENSG00000151883	ENSG00000151883.20	-1.28348904784672	PARP8
ENSG00000151914	ENSG00000151914.22	-1.37066324892896	DST
ENSG00000151967	ENSG00000151967.19	-3.39144689510678	SCHIP1
ENSG00000152133	ENSG00000152133.17	-1.37284825490997	GPATCH11
ENSG00000152147	ENSG00000152147.11	-1.3670205167974	GEMIN6
ENSG00000152193	ENSG00000152193.8	-1.60006595669819	OBI1
ENSG00000152382	ENSG00000152382.6	-3.52614730930638	TADA1
ENSG00000152413	ENSG00000152413.15	-1.06153923033498	HOMER1
ENSG00000152443	ENSG00000152443.13	-2.45453872284149	ZNF776
ENSG00000152464	ENSG00000152464.15	-1.52496407360853	RPP38
ENSG00000152518	ENSG00000152518.8	-1.74732771021804	ZFP36L2
ENSG00000152520	ENSG00000152520.14	-1.26268109516963	PAN3
ENSG00000152669	ENSG00000152669.9	-1.53061751279703	CCNO
ENSG00000152684	ENSG00000152684.11	-2.34348479141365	PELO
ENSG00000152778	ENSG00000152778.10	-2.02149917546659	IFIT5
ENSG00000152795	ENSG00000152795.18	-2.20172663351769	HNRNPDL
ENSG00000152990	ENSG00000152990.14	-1.38787565320767	ADGRA3
ENSG00000153046	ENSG00000153046.18	-1.4903173876925	CDYL
ENSG00000153071	ENSG00000153071.15	-3.0349679674608	DAB2
ENSG00000153233	ENSG00000153233.13	-1.04542012914353	PTPRR
ENSG00000153291	ENSG00000153291.16	-2.07379196860257	SLC25A27
ENSG00000153391	ENSG00000153391.16	-2.1351227407267	INO80C
ENSG00000153443	ENSG00000153443.13	-1.6315623458038	UBALD1
ENSG00000153721	ENSG00000153721.19	-1.49210560986201	CNKSR3
ENSG00000153879	ENSG00000153879.9	-1.19403521996115	CEBPG
ENSG00000153914	ENSG00000153914.16	-1.64855156882523	SREK1
ENSG00000153922	ENSG00000153922.12	-2.3397576737951	CHD1
ENSG00000153975	ENSG00000153975.10	-1.31836021280616	ZUP1
ENSG00000154065	ENSG00000154065.17	-1.40117854974282	ANKRD29
ENSG00000154124	ENSG00000154124.7	-1.93872651668302	OTULIN
ENSG00000154174	ENSG00000154174.8	-1.16774238696613	TOMM70
ENSG00000154309	ENSG00000154309.9	-1.0531981809987	DISP1
ENSG00000154310	ENSG00000154310.17	-1.04211722902369	TNIK
ENSG00000154328	ENSG00000154328.16	-1.07700979460235	NEIL2
ENSG00000154359	ENSG00000154359.13	-1.02807804251488	LONRF1
ENSG00000154370	ENSG00000154370.16	-1.3021059252959	TRIM11
ENSG00000154447	ENSG00000154447.15	-1.73385016480048	SH3RF1
ENSG00000154620	ENSG00000154620.6	-1.0813671921393	TMSB4Y
ENSG00000154719	ENSG00000154719.14	-1.19520613888664	MRPL39
ENSG00000154734	ENSG00000154734.16	-6.01985059955193	ADAMTS1
ENSG00000154743	ENSG00000154743.19	-2.88022083205958	TSEN2
ENSG00000154781	ENSG00000154781.17	-1.08104142747915	CCDC174
ENSG00000154822	ENSG00000154822.18	-2.44974723348037	PLCL2
ENSG00000154845	ENSG00000154845.16	-1.81886408176879	PPP4R1
ENSG00000154914	ENSG00000154914.17	-1.74011991934452	USP43
ENSG00000154957	ENSG00000154957.14	-2.04735466508077	ZNF18
ENSG00000155254	ENSG00000155254.13	-1.5403564854694	MARVELD1
ENSG00000155287	ENSG00000155287.12	-1.10374139837018	SLC25A28
ENSG00000155313	ENSG00000155313.16	-2.2487102733315	USP25
ENSG00000155324	ENSG00000155324.10	-1.99450304700616	GRAMD2B
ENSG00000155330	ENSG00000155330.10	-1.01054442434228	C16orf87
ENSG00000155393	ENSG00000155393.14	-1.47918295337491	HEATR3
ENSG00000155438	ENSG00000155438.12	-2.2167591799739	NIFK
ENSG00000155508	ENSG00000155508.14	-1.33055373507952	CNOT8
ENSG00000155545	ENSG00000155545.20	-1.46897738495074	MIER3
ENSG00000155592	ENSG00000155592.16	-2.01272447136485	ZKSCAN2
ENSG00000155666	ENSG00000155666.12	-4.03251683349485	KDM8
ENSG00000155846	ENSG00000155846.17	-3.37509454998418	PPARGC1B
ENSG00000155868	ENSG00000155868.8	-1.1108770542069	MED7
ENSG00000155893	ENSG00000155893.13	-1.15340051220806	PXYLP1
ENSG00000155903	ENSG00000155903.14	-1.25009512178811	RASA2
ENSG00000155957	ENSG00000155957.19	-1.24143478691881	TMBIM4
ENSG00000156049	ENSG00000156049.7	-1.88412513635307	GNA14
ENSG00000156127	ENSG00000156127.8	-2.19075314948441	BATF
ENSG00000156239	ENSG00000156239.12	-1.7287178717047	N6AMT1
ENSG00000156256	ENSG00000156256.15	-1.65397640220391	USP16
ENSG00000156273	ENSG00000156273.16	-1.85203629607587	BACH1
ENSG00000156345	ENSG00000156345.18	-2.55862273224854	CDK20
ENSG00000156384	ENSG00000156384.15	-1.44888718055041	SFR1
ENSG00000156463	ENSG00000156463.18	-1.6614586114967	SH3RF2
ENSG00000156469	ENSG00000156469.9	-1.66207917793666	MTERF3
ENSG00000156599	ENSG00000156599.12	-1.37013927548461	ZDHHC5
ENSG00000156650	ENSG00000156650.14	-1.22395623385773	KAT6B
ENSG00000156697	ENSG00000156697.13	-1.58177431914881	UTP14A
ENSG00000156853	ENSG00000156853.13	-1.86390348290527	ZNF689
ENSG00000156875	ENSG00000156875.14	-1.11799412523168	MFSD14A
ENSG00000156931	ENSG00000156931.17	-1.50423697849155	VPS8
ENSG00000156976	ENSG00000156976.17	-1.72117411504517	EIF4A2
ENSG00000156990	ENSG00000156990.14	-1.13529799414935	RPUSD3
ENSG00000157036	ENSG00000157036.13	-1.57418569247648	EXOG
ENSG00000157212	ENSG00000157212.20	-2.09703738037913	PAXIP1
ENSG00000157450	ENSG00000157450.16	-1.23793574244648	RNF111
ENSG00000157557	ENSG00000157557.13	-1.3610559702435	ETS2
ENSG00000157741	ENSG00000157741.15	-1.02687739102664	UBN2
ENSG00000157778	ENSG00000157778.9	-1.02724347879858	PSMG3
ENSG00000157800	ENSG00000157800.18	-1.14602744868324	SLC37A3
ENSG00000157881	ENSG00000157881.16	-1.07348342298752	PANK4
ENSG00000157978	ENSG00000157978.13	-1.54487661049332	LDLRAP1
ENSG00000158006	ENSG00000158006.14	-1.94752775489864	PAFAH2
ENSG00000158050	ENSG00000158050.6	-1.78795371883626	DUSP2
ENSG00000158055	ENSG00000158055.17	-2.04261556951028	GRHL3
ENSG00000158092	ENSG00000158092.7	-2.11150751630628	NCK1
ENSG00000158125	ENSG00000158125.10	-1.36308091995524	XDH
ENSG00000158156	ENSG00000158156.9	-2.64342678561143	XKR8
ENSG00000158169	ENSG00000158169.14	-1.09066072780762	FANCC
ENSG00000158234	ENSG00000158234.13	-1.27372591402503	FAIM
ENSG00000158246	ENSG00000158246.8	-2.74124986131876	TENT5B
ENSG00000158321	ENSG00000158321.19	-1.53546571404231	AUTS2
ENSG00000158373	ENSG00000158373.9	-1.7014423257635	H2BC5
ENSG00000158406	ENSG00000158406.6	-1.8677066782943	H4C8
ENSG00000158411	ENSG00000158411.11	-1.19860735469914	MITD1
ENSG00000158552	ENSG00000158552.13	-1.70196837211957	ZFAND2B
ENSG00000158636	ENSG00000158636.17	-1.19763573049565	EMSY
ENSG00000158691	ENSG00000158691.16	-1.6472456002096	ZSCAN12
ENSG00000158717	ENSG00000158717.11	-1.26332904990896	RNF166
ENSG00000158773	ENSG00000158773.14	-1.1443301755634	USF1
ENSG00000158792	ENSG00000158792.16	-1.12378626664065	SPATA2L
ENSG00000158796	ENSG00000158796.17	-1.3161179440615	DEDD
ENSG00000158863	ENSG00000158863.22	-1.00754913413586	FHIP2B
ENSG00000158985	ENSG00000158985.14	-1.43133917226929	CDC42SE2
ENSG00000159110	ENSG00000159110.22	-2.6316311940043	IFNAR2
ENSG00000159256	ENSG00000159256.13	-1.1095051952719	MORC3
ENSG00000159339	ENSG00000159339.13	-2.29950198146928	PADI4
ENSG00000159399	ENSG00000159399.10	-1.32003713248487	HK2
ENSG00000159479	ENSG00000159479.17	-1.71841344507958	MED8
ENSG00000159556	ENSG00000159556.10	-2.18103092090902	ISL2
ENSG00000159596	ENSG00000159596.7	-1.04114098830446	TMEM69
ENSG00000159685	ENSG00000159685.11	-1.04081933975894	CHCHD6
ENSG00000159873	ENSG00000159873.10	-1.52076701340609	CCDC117
ENSG00000159882	ENSG00000159882.13	-2.45199154553764	ZNF230
ENSG00000159884	ENSG00000159884.12	-1.7046728335637	CCDC107
ENSG00000159917	ENSG00000159917.17	-1.36842193167674	ZNF235
ENSG00000160058	ENSG00000160058.19	-1.34074397264787	BSDC1
ENSG00000160087	ENSG00000160087.21	-1.60833200920823	UBE2J2
ENSG00000160145	ENSG00000160145.16	-1.02658718422826	KALRN
ENSG00000160191	ENSG00000160191.18	-1.07406616558475	PDE9A
ENSG00000160193	ENSG00000160193.12	-1.54746356167434	WDR4
ENSG00000160201	ENSG00000160201.12	-1.43128223194895	U2AF1
ENSG00000160207	ENSG00000160207.9	-1.52985565279256	HSF2BP
ENSG00000160214	ENSG00000160214.13	-1.87146802172991	RRP1
ENSG00000160310	ENSG00000160310.20	-1.56345833047766	PRMT2
ENSG00000160318	ENSG00000160318.6	-1.2310380465209	CLDND2
ENSG00000160325	ENSG00000160325.15	-1.36931895326679	CACFD1
ENSG00000160336	ENSG00000160336.17	-1.34125377369386	ZNF761
ENSG00000160439	ENSG00000160439.16	-1.57049214985681	RDH13
ENSG00000160633	ENSG00000160633.13	-1.15237692182533	SAFB
ENSG00000160679	ENSG00000160679.14	-2.91593684197551	CHTOP
ENSG00000160685	ENSG00000160685.14	-1.18404623777557	ZBTB7B
ENSG00000160799	ENSG00000160799.13	-2.48231361054507	CCDC12
ENSG00000160818	ENSG00000160818.17	-2.20795842532803	GPATCH4
ENSG00000160917	ENSG00000160917.15	-1.66145190765302	CPSF4
ENSG00000160959	ENSG00000160959.8	-1.62259562213887	LRRC14
ENSG00000160999	ENSG00000160999.11	-1.76486632148117	SH2B2
ENSG00000161265	ENSG00000161265.15	-1.64601011708926	U2AF1L4
ENSG00000161547	ENSG00000161547.17	-1.89167918591086	SRSF2
ENSG00000161647	ENSG00000161647.19	-2.73352763801118	MPP3
ENSG00000161798	ENSG00000161798.7	-3.84539643882516	AQP5
ENSG00000161904	ENSG00000161904.13	-1.46386792280919	LEMD2
ENSG00000161958	ENSG00000161958.11	-1.96416005515545	FGF11
ENSG00000161960	ENSG00000161960.16	-2.3260115838908	EIF4A1
ENSG00000162222	ENSG00000162222.14	-1.24788350428315	TTC9C
ENSG00000162227	ENSG00000162227.8	-1.06637244411712	TAF6L
ENSG00000162300	ENSG00000162300.13	-1.02423447906862	ZFPL1
ENSG00000162377	ENSG00000162377.6	-2.02572895090851	COA7
ENSG00000162402	ENSG00000162402.15	-1.07214775154446	USP24
ENSG00000162413	ENSG00000162413.17	-2.79844479568448	KLHL21
ENSG00000162419	ENSG00000162419.13	-1.39505808980025	GMEB1
ENSG00000162599	ENSG00000162599.18	-2.26193971794329	NFIA
ENSG00000162607	ENSG00000162607.13	-1.36941899602468	USP1
ENSG00000162613	ENSG00000162613.18	-1.7224266016018	FUBP1
ENSG00000162623	ENSG00000162623.16	-1.38302634779081	TYW3
ENSG00000162702	ENSG00000162702.8	-1.75339715236461	ZNF281
ENSG00000162714	ENSG00000162714.13	-1.06715363790393	ZNF496
ENSG00000162746	ENSG00000162746.15	-1.65555415769779	FCRLB
ENSG00000162849	ENSG00000162849.16	-2.60622070415821	KIF26B
ENSG00000162851	ENSG00000162851.8	-1.86048088158581	TFB2M
ENSG00000162852	ENSG00000162852.14	-1.05401230799268	CNST
ENSG00000162878	ENSG00000162878.13	-2.80893769864135	PKDCC
ENSG00000162959	ENSG00000162959.14	-1.11511065601214	MEMO1
ENSG00000162981	ENSG00000162981.14	-1.54864561812889	LRATD1
ENSG00000163026	ENSG00000163026.12	-1.33857884333678	WDCP
ENSG00000163029	ENSG00000163029.16	-1.30934356015076	SMC6
ENSG00000163050	ENSG00000163050.18	-1.83354879319588	COQ8A
ENSG00000163064	ENSG00000163064.7	-5.3995126283588	EN1
ENSG00000163083	ENSG00000163083.6	-1.08323412880534	INHBB
ENSG00000163104	ENSG00000163104.18	-2.4737268858086	SMARCAD1
ENSG00000163121	ENSG00000163121.10	-2.30966871461564	NEURL3
ENSG00000163156	ENSG00000163156.12	-1.90076904223261	SCNM1
ENSG00000163159	ENSG00000163159.15	-1.73899497274463	VPS72
ENSG00000163166	ENSG00000163166.15	-2.32352046151141	IWS1
ENSG00000163209	ENSG00000163209.15	-3.48078686936751	SPRR3
ENSG00000163214	ENSG00000163214.21	-1.52253675391006	DHX57
ENSG00000163251	ENSG00000163251.4	-1.5304946319782	FZD5
ENSG00000163293	ENSG00000163293.12	-1.64798231270013	NIPAL1
ENSG00000163319	ENSG00000163319.11	-1.17718504288649	MRPS18C
ENSG00000163320	ENSG00000163320.12	-1.00448917182631	CGGBP1
ENSG00000163362	ENSG00000163362.11	-1.30298495179739	INAVA
ENSG00000163393	ENSG00000163393.13	-1.27421934352231	SLC22A15
ENSG00000163463	ENSG00000163463.13	-2.58372296541155	KRTCAP2
ENSG00000163510	ENSG00000163510.14	-2.2570839524188	CWC22
ENSG00000163516	ENSG00000163516.14	-1.06749671600989	ANKZF1
ENSG00000163545	ENSG00000163545.11	-3.01766492443708	NUAK2
ENSG00000163597	ENSG00000163597.18	-1.57203840016496	SNHG16
ENSG00000163605	ENSG00000163605.16	-2.09954215975135	PPP4R2
ENSG00000163608	ENSG00000163608.15	-1.797093912798	NEPRO
ENSG00000163635	ENSG00000163635.20	-1.1029749525899	ATXN7
ENSG00000163636	ENSG00000163636.11	-1.38399080189106	PSMD6
ENSG00000163637	ENSG00000163637.13	-1.77623486879411	PRICKLE2
ENSG00000163644	ENSG00000163644.15	-1.35854924139436	PPM1K
ENSG00000163645	ENSG00000163645.15	-4.77088812413998	ERICH6
ENSG00000163660	ENSG00000163660.12	-1.65081187096297	CCNL1
ENSG00000163728	ENSG00000163728.11	-1.93773738650308	TTC14
ENSG00000163734	ENSG00000163734.4	-4.23267216138078	CXCL3
ENSG00000163738	ENSG00000163738.19	-1.49753604765856	MTHFD2L
ENSG00000163739	ENSG00000163739.5	-3.14237458285914	CXCL1
ENSG00000163781	ENSG00000163781.14	-1.69712929788631	TOPBP1
ENSG00000163788	ENSG00000163788.14	-1.9162176098756	SNRK
ENSG00000163798	ENSG00000163798.14	-1.48615320997405	SLC4A1AP
ENSG00000163811	ENSG00000163811.12	-2.93759607958875	WDR43
ENSG00000163832	ENSG00000163832.16	-1.77221085199622	ELP6
ENSG00000163848	ENSG00000163848.21	-1.36348414856744	ZNF148
ENSG00000163874	ENSG00000163874.11	-1.82723338923193	ZC3H12A
ENSG00000163882	ENSG00000163882.10	-1.3297878785907	POLR2H
ENSG00000163898	ENSG00000163898.10	-1.02747027289915	LIPH
ENSG00000163900	ENSG00000163900.11	-1.39148905228899	TMEM41A
