Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2025	Insulin Receptor Signaling Pathway (GO:0008286)	1/51	2.138173e-01	2.855460e-01	0	0	4.270108e+00	6.587211e+00	IGF1R
GO_Biological_Process_2025	Proton Transmembrane Transport (GO:1902600)	1/51	2.138173e-01	2.855460e-01	0	0	4.270108e+00	6.587211e+00	SLC9A1
GO_Biological_Process_2025	Regulation of Telomere Maintenance (GO:0032204)	1/52	2.175218e-01	2.893817e-01	0	0	4.186169e+00	6.385818e+00	PPP1R10
GO_Biological_Process_2025	Cholesterol Transport (GO:0030301)	1/52	2.175218e-01	2.893817e-01	0	0	4.186169e+00	6.385818e+00	LDLR
GO_Biological_Process_2025	Positive Regulation of Reactive Oxygen Species Metabolic Process (GO:2000379)	1/52	2.175218e-01	2.893817e-01	0	0	4.186169e+00	6.385818e+00	APP
GO_Biological_Process_2025	Regulation of Focal Adhesion Assembly (GO:0051893)	1/53	2.212090e-01	2.927932e-01	0	0	4.105459e+00	6.193690e+00	SLC9A1
GO_Biological_Process_2025	Regulation of Proteolysis (GO:0030162)	1/53	2.212090e-01	2.927932e-01	0	0	4.105459e+00	6.193690e+00	PLK1
GO_Biological_Process_2025	Positive Regulation of B Cell Activation (GO:0050871)	1/53	2.212090e-01	2.927932e-01	0	0	4.105459e+00	6.193690e+00	EPHB2
GO_Biological_Process_2025	Unsaturated Fatty Acid Metabolic Process (GO:0033559)	1/53	2.212090e-01	2.927932e-01	0	0	4.105459e+00	6.193690e+00	EPHX1
GO_Biological_Process_2025	Regulation of Signal Transduction by P53 Class Mediator (GO:1901796)	1/54	2.248791e-01	2.968973e-01	0	0	4.027795e+00	6.010245e+00	HEXIM1
GO_Biological_Process_2025	Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)	1/54	2.248791e-01	2.968973e-01	0	0	4.027795e+00	6.010245e+00	MAP1S
GO_Biological_Process_2025	Generation of Neurons (GO:0048699)	2/192	2.281258e-01	2.998225e-01	0	0	2.255835e+00	3.333804e+00	NEO1;EGFR
GO_Biological_Process_2025	Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900015)	1/55	2.285320e-01	2.998225e-01	0	0	3.953007e+00	5.834951e+00	MYD88
GO_Biological_Process_2025	Rho Protein Signal Transduction (GO:0007266)	1/55	2.285320e-01	2.998225e-01	0	0	3.953007e+00	5.834951e+00	PHACTR4
GO_Biological_Process_2025	Interferon-Mediated Signaling Pathway (GO:0140888)	1/55	2.285320e-01	2.998225e-01	0	0	3.953007e+00	5.834951e+00	MYD88
GO_Biological_Process_2025	Positive Regulation of Telomere Maintenance (GO:0032206)	1/55	2.285320e-01	2.998225e-01	0	0	3.953007e+00	5.834951e+00	PPP1R10
GO_Biological_Process_2025	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	1/56	2.321679e-01	3.026889e-01	0	0	3.880938e+00	5.667313e+00	APP
GO_Biological_Process_2025	Regulation of Proteasomal Protein Catabolic Process (GO:0061136)	1/56	2.321679e-01	3.026889e-01	0	0	3.880938e+00	5.667313e+00	LAMP3
GO_Biological_Process_2025	Cellular Response to Fibroblast Growth Factor Stimulus (GO:0044344)	1/56	2.321679e-01	3.026889e-01	0	0	3.880938e+00	5.667313e+00	CD44
GO_Biological_Process_2025	Response to Peptide Hormone (GO:0043434)	1/56	2.321679e-01	3.026889e-01	0	0	3.880938e+00	5.667313e+00	SORT1
GO_Biological_Process_2025	Mitotic Metaphase Chromosome Alignment (GO:0007080)	1/56	2.321679e-01	3.026889e-01	0	0	3.880938e+00	5.667313e+00	CHAMP1
GO_Biological_Process_2025	Regulation of Programmed Cell Death (GO:0043067)	2/195	2.333246e-01	3.038172e-01	0	0	2.220433e+00	3.231450e+00	HIP1;MAGED1
GO_Biological_Process_2025	Negative Regulation of Innate Immune Response (GO:0045824)	1/57	2.357868e-01	3.051187e-01	0	0	3.811444e+00	5.506878e+00	GRN
GO_Biological_Process_2025	Cartilage Development (GO:0051216)	1/57	2.357868e-01	3.051187e-01	0	0	3.811444e+00	5.506878e+00	CD44
GO_Biological_Process_2025	Glucose Metabolic Process (GO:0006006)	1/57	2.357868e-01	3.051187e-01	0	0	3.811444e+00	5.506878e+00	PCK2
GO_Biological_Process_2025	mRNA Stabilization (GO:0048255)	1/57	2.357868e-01	3.051187e-01	0	0	3.811444e+00	5.506878e+00	MYD88
GO_Biological_Process_2025	Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535)	1/57	2.357868e-01	3.051187e-01	0	0	3.811444e+00	5.506878e+00	HSPB1
GO_Biological_Process_2025	ERBB Signaling Pathway (GO:0038127)	1/58	2.393889e-01	3.082501e-01	0	0	3.744388e+00	5.353224e+00	EGFR
GO_Biological_Process_2025	Sterol Metabolic Process (GO:0016125)	1/58	2.393889e-01	3.082501e-01	0	0	3.744388e+00	5.353224e+00	NSDHL
GO_Biological_Process_2025	Mesenchymal Cell Differentiation (GO:0048762)	1/58	2.393889e-01	3.082501e-01	0	0	3.744388e+00	5.353224e+00	SLC39A10
GO_Biological_Process_2025	Muscle Organ Development (GO:0007517)	1/58	2.393889e-01	3.082501e-01	0	0	3.744388e+00	5.353224e+00	SMTN
GO_Biological_Process_2025	Regulation of Embryonic Development (GO:0045995)	1/59	2.429741e-01	3.109473e-01	0	0	3.679644e+00	5.205961e+00	DAG1
GO_Biological_Process_2025	Negative Regulation of Protein-Containing Complex Assembly (GO:0031333)	1/59	2.429741e-01	3.109473e-01	0	0	3.679644e+00	5.205961e+00	HSPA5
GO_Biological_Process_2025	Cellular Response to Calcium Ion (GO:0071277)	1/59	2.429741e-01	3.109473e-01	0	0	3.679644e+00	5.205961e+00	LGMN
GO_Biological_Process_2025	Positive Regulation of DNA-templated Transcription Initiation (GO:2000144)	1/59	2.429741e-01	3.109473e-01	0	0	3.679644e+00	5.205961e+00	FOSL1
GO_Biological_Process_2025	Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	1/59	2.429741e-01	3.109473e-01	0	0	3.679644e+00	5.205961e+00	PLK1
GO_Biological_Process_2025	Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	2/202	2.454825e-01	3.124472e-01	0	0	2.141957e+00	3.008442e+00	APP;LGMN
GO_Biological_Process_2025	Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	1/60	2.465427e-01	3.124472e-01	0	0	3.617095e+00	5.064729e+00	HSPB1
GO_Biological_Process_2025	Negative Regulation of Protein Kinase Activity (GO:0006469)	1/60	2.465427e-01	3.124472e-01	0	0	3.617095e+00	5.064729e+00	HSPB1
GO_Biological_Process_2025	Neuron Migration (GO:0001764)	1/60	2.465427e-01	3.124472e-01	0	0	3.617095e+00	5.064729e+00	NEO1
GO_Biological_Process_2025	Phosphatidylcholine Metabolic Process (GO:0046470)	1/60	2.465427e-01	3.124472e-01	0	0	3.617095e+00	5.064729e+00	MBOAT7
GO_Biological_Process_2025	Response to Retinoic Acid (GO:0032526)	1/60	2.465427e-01	3.124472e-01	0	0	3.617095e+00	5.064729e+00	PTK7
GO_Biological_Process_2025	Post-Transcriptional Regulation of Gene Expression (GO:0010608)	1/60	2.465427e-01	3.124472e-01	0	0	3.617095e+00	5.064729e+00	APP
GO_Biological_Process_2025	Protein Secretion (GO:0009306)	1/60	2.465427e-01	3.124472e-01	0	0	3.617095e+00	5.064729e+00	COPG2
GO_Biological_Process_2025	Phospholipid Transport (GO:0015914)	1/61	2.500946e-01	3.157974e-01	0	0	3.556631e+00	4.929192e+00	LDLR
GO_Biological_Process_2025	Vesicle Organization (GO:0016050)	1/61	2.500946e-01	3.157974e-01	0	0	3.556631e+00	4.929192e+00	SORT1
GO_Biological_Process_2025	post-Golgi Vesicle-Mediated Transport (GO:0006892)	1/61	2.500946e-01	3.157974e-01	0	0	3.556631e+00	4.929192e+00	SORT1
GO_Biological_Process_2025	Protein Localization (GO:0008104)	3/371	2.535299e-01	3.194879e-01	0	0	1.750299e+00	2.401888e+00	SEPTIN9;TNS4;EGFR
GO_Biological_Process_2025	Organic Cation Transport (GO:0015695)	1/62	2.536299e-01	3.194879e-01	0	0	3.498149e+00	4.799038e+00	SLC7A1
GO_Biological_Process_2025	Regulation of Transcription by RNA Polymerase II (GO:0006357)	13/2250	2.561862e-01	3.223188e-01	0	0	1.267664e+00	1.726370e+00	HEXIM1;APP;EGR1;GABPB2;HSPA5;WBP2;MAGED1;PLK1;EGFR;SLC9A1;FOSL1;PCBP1;BHLHE40
GO_Biological_Process_2025	Spliceosomal Complex Assembly (GO:0000245)	1/63	2.571488e-01	3.231399e-01	0	0	3.441554e+00	4.673976e+00	SF3B4
GO_Biological_Process_2025	Retinoid Metabolic Process (GO:0001523)	1/64	2.606512e-01	3.265944e-01	0	0	3.386755e+00	4.553737e+00	CYP2S1
GO_Biological_Process_2025	Epigenetic Regulation of Gene Expression (GO:0040029)	1/64	2.606512e-01	3.265944e-01	0	0	3.386755e+00	4.553737e+00	APP
GO_Biological_Process_2025	Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	5/732	2.610889e-01	3.265944e-01	0	0	1.482080e+00	1.990276e+00	HEXIM1;APP;MAGED1;BHLHE40;PLK1
GO_Biological_Process_2025	Regulation of Angiogenesis (GO:0045765)	2/211	2.611503e-01	3.265944e-01	0	0	2.048783e+00	2.750818e+00	GRN;HSPB1
GO_Biological_Process_2025	Negative Regulation of Cell Population Proliferation (GO:0008285)	3/379	2.636536e-01	3.271914e-01	0	0	1.712357e+00	2.282776e+00	APP;MAGED1;CHERP
GO_Biological_Process_2025	Regulation of Endocytosis (GO:0030100)	1/65	2.641373e-01	3.271914e-01	0	0	3.333669e+00	4.438068e+00	HIP1
GO_Biological_Process_2025	Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	1/65	2.641373e-01	3.271914e-01	0	0	3.333669e+00	4.438068e+00	APP
GO_Biological_Process_2025	Anterior/Posterior Pattern Specification (GO:0009952)	1/65	2.641373e-01	3.271914e-01	0	0	3.333669e+00	4.438068e+00	BHLHE40
GO_Biological_Process_2025	Positive Regulation of T Cell Proliferation (GO:0042102)	1/65	2.641373e-01	3.271914e-01	0	0	3.333669e+00	4.438068e+00	SLC7A1
GO_Biological_Process_2025	Positive Regulation of Cell Junction Assembly (GO:1901890)	1/65	2.641373e-01	3.271914e-01	0	0	3.333669e+00	4.438068e+00	EPHB2
GO_Biological_Process_2025	Negative Regulation of Autophagy (GO:0010507)	1/65	2.641373e-01	3.271914e-01	0	0	3.333669e+00	4.438068e+00	QSOX1
GO_Biological_Process_2025	Regulation of Cell-Matrix Adhesion (GO:0001952)	1/65	2.641373e-01	3.271914e-01	0	0	3.333669e+00	4.438068e+00	SLC9A1
GO_Biological_Process_2025	Regulation of Neurogenesis (GO:0050767)	1/66	2.676071e-01	3.303127e-01	0	0	3.282217e+00	4.326734e+00	BHLHE40
GO_Biological_Process_2025	Negative Regulation of Viral Process (GO:0048525)	1/66	2.676071e-01	3.303127e-01	0	0	3.282217e+00	4.326734e+00	HEXIM1
GO_Biological_Process_2025	Regulation of Type I Interferon Production (GO:0032479)	1/66	2.676071e-01	3.303127e-01	0	0	3.282217e+00	4.326734e+00	MYD88
GO_Biological_Process_2025	Ras Protein Signal Transduction (GO:0007265)	1/68	2.744983e-01	3.376199e-01	0	0	3.183919e+00	4.116204e+00	PRKCSH
GO_Biological_Process_2025	Cholesterol Metabolic Process (GO:0008203)	1/68	2.744983e-01	3.376199e-01	0	0	3.183919e+00	4.116204e+00	NSDHL
GO_Biological_Process_2025	Positive Regulation of Type I Interferon Production (GO:0032481)	1/68	2.744983e-01	3.376199e-01	0	0	3.183919e+00	4.116204e+00	MYD88
GO_Biological_Process_2025	Negative Regulation of Cell Differentiation (GO:0045596)	2/220	2.768311e-01	3.398245e-01	0	0	1.963303e+00	2.521564e+00	IL17RD;EGFR
GO_Biological_Process_2025	Regulation of Translational Initiation (GO:0006446)	1/69	2.779198e-01	3.398245e-01	0	0	3.136939e+00	4.016608e+00	HSPB1
GO_Biological_Process_2025	Phosphatidylinositol Metabolic Process (GO:0046488)	1/69	2.779198e-01	3.398245e-01	0	0	3.136939e+00	4.016608e+00	MBOAT7
GO_Biological_Process_2025	Phospholipid Metabolic Process (GO:0006644)	1/69	2.779198e-01	3.398245e-01	0	0	3.136939e+00	4.016608e+00	PRKCSH
GO_Biological_Process_2025	Positive Regulation of Intracellular Protein Transport (GO:0090316)	1/69	2.779198e-01	3.398245e-01	0	0	3.136939e+00	4.016608e+00	BAG3
GO_Biological_Process_2025	Amide Biosynthetic Process (GO:0043604)	1/70	2.813253e-01	3.423830e-01	0	0	3.091320e+00	3.920547e+00	LDLR
GO_Biological_Process_2025	Peptidyl-Serine Phosphorylation (GO:0018105)	1/70	2.813253e-01	3.423830e-01	0	0	3.091320e+00	3.920547e+00	PLK1
GO_Biological_Process_2025	Positive Regulation of Apoptotic Signaling Pathway (GO:2001235)	1/70	2.813253e-01	3.423830e-01	0	0	3.091320e+00	3.920547e+00	APP
GO_Biological_Process_2025	Spermatid Development (GO:0007286)	1/70	2.813253e-01	3.423830e-01	0	0	3.091320e+00	3.920547e+00	NECTIN2
GO_Biological_Process_2025	Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)	1/72	2.880887e-01	3.502057e-01	0	0	3.003938e+00	3.738361e+00	APP
GO_Biological_Process_2025	Negative Regulation of Epithelial Cell Proliferation (GO:0050680)	1/73	2.914468e-01	3.518275e-01	0	0	2.962067e+00	3.651926e+00	MAGED1
GO_Biological_Process_2025	Neuropeptide Signaling Pathway (GO:0007218)	1/73	2.914468e-01	3.518275e-01	0	0	2.962067e+00	3.651926e+00	SORT1
GO_Biological_Process_2025	Spindle Assembly (GO:0051225)	1/73	2.914468e-01	3.518275e-01	0	0	2.962067e+00	3.651926e+00	INCENP
GO_Biological_Process_2025	Establishment of Protein Localization to Membrane (GO:0090150)	1/73	2.914468e-01	3.518275e-01	0	0	2.962067e+00	3.651926e+00	EGFR
GO_Biological_Process_2025	Positive Regulation of Protein Transport (GO:0051222)	1/73	2.914468e-01	3.518275e-01	0	0	2.962067e+00	3.651926e+00	APP
GO_Biological_Process_2025	Regulation of DNA Replication (GO:0006275)	1/73	2.914468e-01	3.518275e-01	0	0	2.962067e+00	3.651926e+00	EGFR
GO_Biological_Process_2025	Regulation of Autophagy (GO:0010506)	2/230	2.942357e-01	3.546310e-01	0	0	1.876240e+00	2.295343e+00	LAMP3;HSPB1
GO_Biological_Process_2025	Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	1/74	2.947892e-01	3.546310e-01	0	0	2.921343e+00	3.568406e+00	CHERP
GO_Biological_Process_2025	Sensory Organ Development (GO:0007423)	1/74	2.947892e-01	3.546310e-01	0	0	2.921343e+00	3.568406e+00	ECE1
GO_Biological_Process_2025	Apoptotic Process (GO:0006915)	2/232	2.977113e-01	3.561683e-01	0	0	1.859735e+00	2.253313e+00	HIP1;MYD88
GO_Biological_Process_2025	Regulation of Stress Fiber Assembly (GO:0051492)	1/75	2.981160e-01	3.561683e-01	0	0	2.881720e+00	3.487668e+00	SLC9A1
GO_Biological_Process_2025	Peptidyl-Serine Modification (GO:0018209)	1/75	2.981160e-01	3.561683e-01	0	0	2.881720e+00	3.487668e+00	PLK1
GO_Biological_Process_2025	Gland Development (GO:0048732)	1/75	2.981160e-01	3.561683e-01	0	0	2.881720e+00	3.487668e+00	PRKCSH
GO_Biological_Process_2025	Positive Regulation of Protein Serine/Threonine Kinase Activity (GO:0071902)	1/75	2.981160e-01	3.561683e-01	0	0	2.881720e+00	3.487668e+00	EGFR
GO_Biological_Process_2025	Import Into Nucleus (GO:0051170)	1/75	2.981160e-01	3.561683e-01	0	0	2.881720e+00	3.487668e+00	PPP1R10
GO_Biological_Process_2025	Positive Regulation of Multicellular Organismal Process (GO:0051240)	3/407	2.994398e-01	3.573407e-01	0	0	1.591394e+00	1.918969e+00	APP;LDLR;IGF1R
GO_Biological_Process_2025	Negative Regulation of Supramolecular Fiber Organization (GO:1902904)	1/76	3.014272e-01	3.584819e-01	0	0	2.843154e+00	3.409586e+00	LDLR
GO_Biological_Process_2025	Regulation of Neuron Differentiation (GO:0045664)	1/76	3.014272e-01	3.584819e-01	0	0	2.843154e+00	3.409586e+00	APP
GO_Biological_Process_2025	Positive Regulation of Protein Ubiquitination (GO:0031398)	1/76	3.014272e-01	3.584819e-01	0	0	2.843154e+00	3.409586e+00	PLK1
GO_Biological_Process_2025	Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901222)	1/77	3.047230e-01	3.615770e-01	0	0	2.805603e+00	3.334043e+00	APP
GO_Biological_Process_2025	Cellular Response to Hypoxia (GO:0071456)	1/77	3.047230e-01	3.615770e-01	0	0	2.805603e+00	3.334043e+00	NDRG1
GO_Biological_Process_2025	Cellular Response to Decreased Oxygen Levels (GO:0036294)	1/78	3.080035e-01	3.646398e-01	0	0	2.769027e+00	3.260928e+00	NDRG1
GO_Biological_Process_2025	Positive Regulation of Macroautophagy (GO:0016239)	1/78	3.080035e-01	3.646398e-01	0	0	2.769027e+00	3.260928e+00	BAG3
GO_Biological_Process_2025	RNA Catabolic Process (GO:0006401)	1/79	3.112686e-01	3.672547e-01	0	0	2.733388e+00	3.190135e+00	ZC3H4
GO_Biological_Process_2025	Regulation of Transcription Elongation by RNA Polymerase II (GO:0034243)	1/79	3.112686e-01	3.672547e-01	0	0	2.733388e+00	3.190135e+00	HEXIM1
GO_Biological_Process_2025	Positive Regulation of Growth (GO:0045927)	1/79	3.112686e-01	3.672547e-01	0	0	2.733388e+00	3.190135e+00	EGFR
GO_Biological_Process_2025	Regulation of Double-Strand Break Repair via Homologous Recombination (GO:0010569)	1/80	3.145185e-01	3.690020e-01	0	0	2.698653e+00	3.121565e+00	PLK1
GO_Biological_Process_2025	Cholesterol Homeostasis (GO:0042632)	1/80	3.145185e-01	3.690020e-01	0	0	2.698653e+00	3.121565e+00	LDLR
GO_Biological_Process_2025	Protein Import Into Nucleus (GO:0006606)	1/80	3.145185e-01	3.690020e-01	0	0	2.698653e+00	3.121565e+00	PPP1R10
GO_Biological_Process_2025	Proteolysis Involved in Protein Catabolic Process (GO:0051603)	1/80	3.145185e-01	3.690020e-01	0	0	2.698653e+00	3.121565e+00	LGMN
GO_Biological_Process_2025	Negative Regulation of Cellular Component Organization (GO:0051129)	1/80	3.145185e-01	3.690020e-01	0	0	2.698653e+00	3.121565e+00	HSPA5
GO_Biological_Process_2025	Regulation of Cytokinesis (GO:0032465)	1/81	3.177532e-01	3.707120e-01	0	0	2.664785e+00	3.055124e+00	PLK1
GO_Biological_Process_2025	Aerobic Respiration (GO:0009060)	1/81	3.177532e-01	3.707120e-01	0	0	2.664785e+00	3.055124e+00	LDLR
GO_Biological_Process_2025	Positive Regulation of JNK Cascade (GO:0046330)	1/81	3.177532e-01	3.707120e-01	0	0	2.664785e+00	3.055124e+00	APP
GO_Biological_Process_2025	Sterol Homeostasis (GO:0055092)	1/81	3.177532e-01	3.707120e-01	0	0	2.664785e+00	3.055124e+00	LDLR
GO_Biological_Process_2025	Negative Regulation of Cell Cycle (GO:0045786)	1/81	3.177532e-01	3.707120e-01	0	0	2.664785e+00	3.055124e+00	PPP1R13B
GO_Biological_Process_2025	Positive Regulation of Developmental Process (GO:0051094)	2/245	3.202330e-01	3.731878e-01	0	0	1.759080e+00	2.003076e+00	CDC20;DAG1
GO_Biological_Process_2025	Regulation of Cilium Assembly (GO:1902017)	1/83	3.241773e-01	3.756855e-01	0	0	2.599528e+00	2.928276e+00	TBC1D16
GO_Biological_Process_2025	Negative Regulation of Protein Phosphorylation (GO:0001933)	1/83	3.241773e-01	3.756855e-01	0	0	2.599528e+00	2.928276e+00	HSPB1
GO_Biological_Process_2025	Regulation of Protein Kinase Activity (GO:0045859)	1/83	3.241773e-01	3.756855e-01	0	0	2.599528e+00	2.928276e+00	HSPB1
GO_Biological_Process_2025	Protein Tetramerization (GO:0051262)	1/83	3.241773e-01	3.756855e-01	0	0	2.599528e+00	2.928276e+00	APP
GO_Biological_Process_2025	Regulation of T Cell Proliferation (GO:0042129)	1/83	3.241773e-01	3.756855e-01	0	0	2.599528e+00	2.928276e+00	SLC7A1
GO_Biological_Process_2025	Positive Regulation of Programmed Cell Death (GO:0043068)	2/248	3.254088e-01	3.766941e-01	0	0	1.737363e+00	1.950491e+00	APP;CTSD
GO_Biological_Process_2025	Vascular Transport (GO:0010232)	1/84	3.273669e-01	3.785407e-01	0	0	2.568079e+00	2.867706e+00	SLC7A1
GO_Biological_Process_2025	Negative Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512)	1/85	3.305416e-01	3.801046e-01	0	0	2.537378e+00	2.808936e+00	IL17RD
GO_Biological_Process_2025	Carbohydrate Metabolic Process (GO:0005975)	1/85	3.305416e-01	3.801046e-01	0	0	2.537378e+00	2.808936e+00	SIAE
GO_Biological_Process_2025	Positive Regulation of Endocytosis (GO:0045807)	1/85	3.305416e-01	3.801046e-01	0	0	2.537378e+00	2.808936e+00	HIP1
GO_Biological_Process_2025	Long-Chain Fatty Acid Metabolic Process (GO:0001676)	1/85	3.305416e-01	3.801046e-01	0	0	2.537378e+00	2.808936e+00	EPHX1
GO_Biological_Process_2025	Regulation of Cell Division (GO:0051302)	1/85	3.305416e-01	3.801046e-01	0	0	2.537378e+00	2.808936e+00	PLK1
GO_Biological_Process_2025	Transport Across Blood-Brain Barrier (GO:0150104)	1/86	3.337015e-01	3.833157e-01	0	0	2.507400e+00	2.751893e+00	SLC7A1
GO_Biological_Process_2025	Negative Regulation of DNA-templated Transcription (GO:0045892)	6/1006	3.350527e-01	3.844444e-01	0	0	1.289045e+00	1.409529e+00	HEXIM1;APP;ZC3H4;MAGED1;BHLHE40;PLK1
GO_Biological_Process_2025	Sodium Ion Transmembrane Transport (GO:0035725)	1/87	3.368466e-01	3.860780e-01	0	0	2.478120e+00	2.696510e+00	SLC9A1
GO_Biological_Process_2025	Cytokine-Mediated Signaling Pathway (GO:0019221)	2/255	3.374464e-01	3.863409e-01	0	0	1.688692e+00	1.834509e+00	EGR1;MYD88
GO_Biological_Process_2025	Positive Regulation of Signal Transduction (GO:0009967)	2/256	3.391611e-01	3.875367e-01	0	0	1.681958e+00	1.818668e+00	APP;EPHB2
GO_Biological_Process_2025	Regulation of Endothelial Cell Migration (GO:0010594)	1/88	3.399770e-01	3.875367e-01	0	0	2.449512e+00	2.642722e+00	GRN
GO_Biological_Process_2025	Regulation of Mitotic Cell Cycle Phase Transition (GO:1901990)	1/88	3.399770e-01	3.875367e-01	0	0	2.449512e+00	2.642722e+00	PLK1
GO_Biological_Process_2025	Positive Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	1/88	3.399770e-01	3.875367e-01	0	0	2.449512e+00	2.642722e+00	PLK1
GO_Biological_Process_2025	Cellular Response to Hormone Stimulus (GO:0032870)	1/89	3.430929e-01	3.906614e-01	0	0	2.421554e+00	2.590468e+00	WBP2
GO_Biological_Process_2025	Lipid Metabolic Process (GO:0006629)	2/259	3.442976e-01	3.916057e-01	0	0	1.662071e+00	1.772181e+00	MBOAT7;LDLR
GO_Biological_Process_2025	Protein Dephosphorylation (GO:0006470)	1/90	3.461941e-01	3.933338e-01	0	0	2.394225e+00	2.539688e+00	PTPRF
GO_Biological_Process_2025	Inflammatory Response (GO:0006954)	2/261	3.477151e-01	3.946320e-01	0	0	1.649068e+00	1.742029e+00	CHAMP1;CD44
GO_Biological_Process_2025	ERAD Pathway (GO:0036503)	1/91	3.492809e-01	3.955483e-01	0	0	2.367503e+00	2.490326e+00	HSPA5
GO_Biological_Process_2025	Phosphatidylinositol Biosynthetic Process (GO:0006661)	1/91	3.492809e-01	3.955483e-01	0	0	2.367503e+00	2.490326e+00	MBOAT7
GO_Biological_Process_2025	RNA Splicing (GO:0008380)	1/92	3.523532e-01	3.985948e-01	0	0	2.341368e+00	2.442331e+00	SF3B4
GO_Biological_Process_2025	Positive Regulation of DNA Repair (GO:0045739)	1/93	3.554112e-01	4.016186e-01	0	0	2.315802e+00	2.395650e+00	EGFR
GO_Biological_Process_2025	Cellular Response to Peptide Hormone Stimulus (GO:0071375)	1/94	3.584550e-01	4.037457e-01	0	0	2.290785e+00	2.350236e+00	PCK2
GO_Biological_Process_2025	Positive Regulation of Double-Strand Break Repair (GO:2000781)	1/94	3.584550e-01	4.037457e-01	0	0	2.290785e+00	2.350236e+00	LDLR
GO_Biological_Process_2025	Positive Regulation of Phosphorylation (GO:0042327)	1/94	3.584550e-01	4.037457e-01	0	0	2.290785e+00	2.350236e+00	EGFR
GO_Biological_Process_2025	Response to Calcium Ion (GO:0051592)	1/95	3.614845e-01	4.067188e-01	0	0	2.266301e+00	2.306043e+00	LGMN
GO_Biological_Process_2025	Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	2/270	3.630206e-01	4.080070e-01	0	0	1.592959e+00	1.614139e+00	HSPB1;MYD88
GO_Biological_Process_2025	B Cell Activation (GO:0042113)	1/96	3.644998e-01	4.092285e-01	0	0	2.242332e+00	2.263027e+00	EPHB2
GO_Biological_Process_2025	Regulation of Protein Localization (GO:0032880)	1/97	3.675010e-01	4.117117e-01	0	0	2.218862e+00	2.221145e+00	CTSD
GO_Biological_Process_2025	Muscle Contraction (GO:0006936)	1/97	3.675010e-01	4.117117e-01	0	0	2.218862e+00	2.221145e+00	SMTN
GO_Biological_Process_2025	Positive Regulation of Proteasomal Protein Catabolic Process (GO:1901800)	1/98	3.704883e-01	4.141686e-01	0	0	2.195876e+00	2.180359e+00	PLK1
GO_Biological_Process_2025	Positive Regulation of Supramolecular Fiber Organization (GO:1902905)	1/98	3.704883e-01	4.141686e-01	0	0	2.195876e+00	2.180359e+00	APP
GO_Biological_Process_2025	Cytosolic Transport (GO:0016482)	1/99	3.734615e-01	4.161543e-01	0	0	2.173360e+00	2.140629e+00	SORT1
GO_Biological_Process_2025	Positive Regulation of Neuron Projection Development (GO:0010976)	1/99	3.734615e-01	4.161543e-01	0	0	2.173360e+00	2.140629e+00	PTK7
GO_Biological_Process_2025	Positive Regulation of Protein Catabolic Process (GO:0045732)	1/99	3.734615e-01	4.161543e-01	0	0	2.173360e+00	2.140629e+00	APP
GO_Biological_Process_2025	Response to UV (GO:0009411)	1/100	3.764209e-01	4.185576e-01	0	0	2.151298e+00	2.101920e+00	EGFR
GO_Biological_Process_2025	Monoatomic Ion Transport (GO:0006811)	1/100	3.764209e-01	4.185576e-01	0	0	2.151298e+00	2.101920e+00	SLC9A1
GO_Biological_Process_2025	Hemopoiesis (GO:0030097)	1/101	3.793665e-01	4.209353e-01	0	0	2.129677e+00	2.064195e+00	ASH2L
GO_Biological_Process_2025	mRNA Metabolic Process (GO:0016071)	1/101	3.793665e-01	4.209353e-01	0	0	2.129677e+00	2.064195e+00	SF3B4
GO_Biological_Process_2025	Positive Regulation of Protein Localization (GO:1903829)	1/102	3.822982e-01	4.237376e-01	0	0	2.108485e+00	2.027423e+00	PLK1
GO_Biological_Process_2025	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1/105	3.910116e-01	4.324763e-01	0	0	2.047353e+00	1.922502e+00	MYD88
GO_Biological_Process_2025	Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)	1/105	3.910116e-01	4.324763e-01	0	0	2.047353e+00	1.922502e+00	MYD88
GO_Biological_Process_2025	Regulation of Macroautophagy (GO:0016241)	1/106	3.938890e-01	4.347367e-01	0	0	2.027752e+00	1.889229e+00	QSOX1
